temp,feel_temp,weather,gender,outer,top,bottom,inner,accessories
34,29,흐림,여,얇은 가디건,반팔,치마,없음,"모자, 선글라스, 양산"
17,12,흐림,여,가디건,긴팔티,청바지,얇은 이너,없음
-8,-13,흐림,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
5,3,흐림,여,롱패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-10,-9,비,여,코트,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
4,7,비,남,롱패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
14,16,눈,여,가디건,후드티,슬랙스,없음,"부츠, 장갑"
21,21,비,여,후드집업,후드티,롱스커트,없음,"레인부츠, 우산"
13,8,흐림,여,자켓,맨투맨,청바지,얇은 이너,없음
4,-1,눈,남,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-7,-7,비,여,패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-4,-2,흐림,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-1,-3,눈,여,코트,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
-4,-7,비,남,코트,히트텍,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
17,19,눈,남,후드집업,맨투맨,청바지,없음,"부츠, 장갑"
18,18,맑음,남,가디건,후드티,슬랙스,없음,없음
28,29,맑음,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
-5,-8,흐림,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
31,26,비,남,없음,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
35,30,맑음,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
23,19,맑음,여,후드집업,맨투맨,롱스커트,없음,없음
19,21,비,남,자켓,맨투맨,청바지,없음,"레인부츠, 우산"
33,35,맑음,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
13,10,맑음,여,후드집업,후드티,청바지,없음,없음
3,6,눈,남,패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-7,-9,비,여,롱패딩,히트텍,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
35,33,눈,여,없음,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
29,26,눈,여,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
5,4,맑음,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
31,34,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
7,6,눈,여,패딩,기모후드,기모치마,히트텍,"부츠, 장갑"
33,29,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
23,21,흐림,남,후드집업,후드티,슬랙스,없음,없음
0,-5,눈,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
10,10,눈,여,후드집업,후드티,슬랙스,없음,"부츠, 장갑"
26,28,맑음,남,얇은 가디건,민소매,면반바지,없음,"모자, 선글라스, 양산"
18,14,눈,남,후드집업,맨투맨,면바지,얇은 이너,"부츠, 장갑"
35,30,흐림,여,없음,반팔,치마,없음,"모자, 선글라스, 양산"
21,24,흐림,여,자켓,긴팔티,슬랙스,얇은 이너,없음
4,5,비,남,패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
15,10,눈,여,자켓,맨투맨,슬랙스,없음,"부츠, 장갑"
0,-4,흐림,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
16,12,흐림,여,자켓,맨투맨,청바지,없음,없음
-9,-8,맑음,여,코트,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
-1,2,맑음,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
18,20,흐림,여,자켓,후드티,청바지,없음,없음
7,3,흐림,여,롱패딩,히트텍,기모치마,히트텍,없음
25,20,맑음,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
28,28,눈,여,얇은 가디건,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-3,-1,맑음,여,패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
6,5,맑음,남,코트,히트텍,기모바지,히트텍,없음
-2,0,비,여,코트,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
35,30,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
3,3,눈,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
12,12,맑음,여,자켓,후드티,청바지,얇은 이너,없음
15,10,흐림,여,후드집업,후드티,롱스커트,없음,없음
-6,-3,비,남,패딩,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
4,7,흐림,남,코트,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-3,-7,흐림,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-3,-2,비,남,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
22,18,비,남,후드집업,맨투맨,청바지,얇은 이너,"레인부츠, 우산"
8,8,눈,남,코트,기모후드,기모청바지,히트텍,"부츠, 장갑"
1,1,맑음,남,코트,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
4,1,눈,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
35,38,맑음,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
32,34,맑음,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
0,-5,눈,여,코트,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
27,26,맑음,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
7,9,흐림,여,코트,히트텍,기모바지,히트텍,없음
33,29,맑음,여,얇은 가디건,민소매,치마,없음,"모자, 선글라스, 양산"
35,36,비,남,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
5,3,흐림,여,패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-9,-10,눈,남,코트,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
24,27,맑음,남,후드집업,맨투맨,슬랙스,얇은 이너,없음
13,10,흐림,여,후드집업,후드티,롱스커트,얇은 이너,없음
-2,1,비,여,패딩,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
4,6,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
26,29,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
35,32,맑음,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
9,10,비,여,롱패딩,니트,기모레깅스,히트텍,"레인부츠, 우산"
16,16,흐림,여,후드집업,후드티,슬랙스,얇은 이너,없음
10,11,비,남,자켓,맨투맨,슬랙스,얇은 이너,"레인부츠, 우산"
0,-4,맑음,여,코트,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
-7,-12,눈,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
-10,-10,맑음,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
3,6,눈,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
17,16,눈,남,후드집업,긴팔티,청바지,얇은 이너,"부츠, 장갑"
20,16,눈,여,자켓,후드티,청바지,없음,"부츠, 장갑"
-10,-8,맑음,여,패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
33,35,흐림,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
22,22,맑음,남,후드집업,후드티,청바지,얇은 이너,없음
7,5,맑음,여,패딩,니트,기모치마,히트텍,없음
24,21,흐림,남,자켓,맨투맨,슬랙스,없음,없음
13,11,맑음,여,후드집업,맨투맨,롱스커트,없음,없음
32,35,비,남,없음,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
9,4,눈,여,롱패딩,히트텍,기모치마,히트텍,"부츠, 장갑"
22,21,맑음,여,가디건,맨투맨,롱스커트,얇은 이너,없음
19,21,맑음,남,후드집업,후드티,청바지,얇은 이너,없음
14,13,눈,남,후드집업,긴팔티,슬랙스,얇은 이너,"부츠, 장갑"
-6,-6,눈,여,패딩,니트,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
28,25,눈,남,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-3,-8,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
29,24,비,여,없음,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-7,-4,비,남,롱패딩,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
16,13,맑음,여,후드집업,후드티,청바지,없음,없음
10,13,비,남,후드집업,후드티,청바지,없음,"레인부츠, 우산"
33,35,맑음,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
34,36,눈,여,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
30,26,비,여,없음,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
4,-1,흐림,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
27,29,흐림,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
30,32,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
-7,-6,맑음,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
35,30,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
22,18,비,남,후드집업,긴팔티,슬랙스,얇은 이너,"레인부츠, 우산"
27,24,눈,남,얇은 가디건,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
7,7,눈,남,코트,니트,기모바지,히트텍,"부츠, 장갑"
-7,-7,흐림,여,롱패딩,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
29,30,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
13,10,흐림,남,후드집업,후드티,면바지,얇은 이너,없음
27,29,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
34,32,눈,여,없음,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
19,15,흐림,여,자켓,긴팔티,슬랙스,없음,없음
15,13,맑음,여,후드집업,맨투맨,슬랙스,얇은 이너,없음
22,19,비,여,자켓,맨투맨,롱스커트,없음,"레인부츠, 우산"
17,13,맑음,남,자켓,긴팔티,슬랙스,얇은 이너,없음
5,7,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
19,16,비,여,가디건,맨투맨,롱스커트,없음,"레인부츠, 우산"
9,4,비,여,롱패딩,니트,기모레깅스,히트텍,"레인부츠, 우산"
4,1,눈,여,패딩,히트텍,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
29,25,눈,여,없음,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
18,16,눈,남,후드집업,맨투맨,청바지,얇은 이너,"부츠, 장갑"
15,14,눈,남,가디건,맨투맨,면바지,없음,"부츠, 장갑"
16,17,흐림,남,후드집업,긴팔티,청바지,없음,없음
-4,-6,눈,남,코트,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-10,-15,비,남,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
16,16,비,남,가디건,맨투맨,슬랙스,얇은 이너,"레인부츠, 우산"
9,5,맑음,여,패딩,니트,기모치마,히트텍,없음
-8,-9,비,여,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
27,22,비,남,얇은 가디건,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
20,20,비,여,가디건,후드티,청바지,얇은 이너,"레인부츠, 우산"
15,16,눈,남,가디건,후드티,면바지,얇은 이너,"부츠, 장갑"
33,30,비,남,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
8,9,비,여,코트,니트,기모바지,히트텍,"레인부츠, 우산"
5,4,비,남,코트,히트텍,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
24,20,눈,남,후드집업,후드티,면바지,얇은 이너,"부츠, 장갑"
35,37,맑음,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
17,17,눈,남,자켓,긴팔티,면바지,얇은 이너,"부츠, 장갑"
1,-2,비,여,코트,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
31,29,맑음,여,없음,반팔,치마,없음,"모자, 선글라스, 양산"
25,26,비,여,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
10,8,흐림,남,자켓,긴팔티,청바지,얇은 이너,없음
0,2,맑음,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
-6,-6,비,남,코트,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
34,37,맑음,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
-6,-11,비,여,패딩,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
30,26,비,여,없음,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
31,27,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
31,32,눈,여,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
32,34,비,남,없음,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
24,19,흐림,남,자켓,맨투맨,슬랙스,얇은 이너,없음
-5,-10,비,남,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
20,20,눈,남,가디건,맨투맨,면바지,얇은 이너,"부츠, 장갑"
15,18,흐림,여,후드집업,긴팔티,슬랙스,얇은 이너,없음
23,26,맑음,여,자켓,맨투맨,슬랙스,얇은 이너,없음
30,28,맑음,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
7,3,눈,여,코트,히트텍,기모치마,히트텍,"부츠, 장갑"
3,3,눈,남,코트,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
21,22,눈,남,자켓,후드티,면바지,없음,"부츠, 장갑"
7,10,눈,남,패딩,기모후드,기모바지,히트텍,"부츠, 장갑"
18,18,눈,여,자켓,긴팔티,청바지,없음,"부츠, 장갑"
-9,-6,흐림,여,코트,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
13,12,비,남,후드집업,후드티,청바지,없음,"레인부츠, 우산"
26,21,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-3,-2,눈,남,패딩,니트,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
11,7,비,여,후드집업,맨투맨,슬랙스,없음,"레인부츠, 우산"
-9,-14,비,여,패딩,기모후드,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
8,6,흐림,여,코트,히트텍,기모바지,히트텍,없음
12,11,흐림,남,가디건,긴팔티,슬랙스,없음,없음
26,29,비,남,없음,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-2,-1,비,여,코트,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
23,19,맑음,남,자켓,후드티,청바지,없음,없음
-7,-9,흐림,여,코트,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-4,-7,비,남,코트,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
7,10,맑음,여,패딩,기모후드,기모레깅스,히트텍,없음
16,13,눈,남,자켓,후드티,슬랙스,얇은 이너,"부츠, 장갑"
-9,-7,흐림,여,패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
12,7,눈,남,후드집업,후드티,면바지,없음,"부츠, 장갑"
16,19,흐림,남,후드집업,긴팔티,면바지,얇은 이너,없음
-2,-3,흐림,여,패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
15,10,비,여,가디건,후드티,슬랙스,없음,"레인부츠, 우산"
22,23,비,여,자켓,맨투맨,슬랙스,얇은 이너,"레인부츠, 우산"
21,18,맑음,여,후드집업,맨투맨,청바지,없음,없음
25,20,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-9,-7,맑음,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
12,9,맑음,여,가디건,맨투맨,롱스커트,얇은 이너,없음
-3,-2,비,남,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
19,20,비,남,자켓,맨투맨,면바지,얇은 이너,"레인부츠, 우산"
5,4,흐림,여,패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-5,-9,흐림,남,패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-3,-4,흐림,남,패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
14,13,흐림,여,후드집업,맨투맨,슬랙스,얇은 이너,없음
-7,-5,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
16,13,맑음,남,후드집업,후드티,면바지,얇은 이너,없음
26,24,맑음,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
14,11,맑음,남,가디건,후드티,청바지,얇은 이너,없음
-3,-7,흐림,여,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
9,9,흐림,여,코트,기모후드,기모바지,히트텍,없음
8,6,비,여,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 우산"
15,12,비,여,자켓,긴팔티,롱스커트,얇은 이너,"레인부츠, 우산"
-4,-7,눈,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
9,12,맑음,남,코트,히트텍,기모청바지,히트텍,없음
30,26,맑음,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
0,1,맑음,남,패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
14,13,흐림,여,가디건,맨투맨,롱스커트,없음,없음
35,37,비,여,얇은 가디건,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-4,-4,맑음,여,코트,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-7,-5,눈,남,롱패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-3,-3,눈,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
24,21,맑음,남,후드집업,긴팔티,청바지,얇은 이너,없음
15,11,흐림,남,자켓,맨투맨,면바지,없음,없음
2,1,눈,남,패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
12,9,맑음,여,후드집업,후드티,롱스커트,얇은 이너,없음
-1,2,비,남,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
13,9,맑음,여,가디건,후드티,청바지,얇은 이너,없음
15,11,비,남,가디건,맨투맨,청바지,얇은 이너,"레인부츠, 우산"
-3,-3,눈,여,코트,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
-8,-5,눈,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
25,24,비,남,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
28,25,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-8,-8,흐림,여,코트,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-9,-13,눈,남,롱패딩,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-6,-3,눈,남,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
31,31,맑음,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
31,29,맑음,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
24,25,눈,여,가디건,후드티,청바지,없음,"부츠, 장갑"
12,7,눈,남,가디건,긴팔티,슬랙스,얇은 이너,"부츠, 장갑"
18,19,비,남,가디건,맨투맨,면바지,얇은 이너,"레인부츠, 우산"
4,0,흐림,여,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
13,13,맑음,여,가디건,맨투맨,롱스커트,없음,없음
12,11,눈,남,가디건,긴팔티,청바지,없음,"부츠, 장갑"
20,17,눈,여,자켓,맨투맨,청바지,없음,"부츠, 장갑"
-9,-9,맑음,남,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
25,27,흐림,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
11,13,흐림,여,후드집업,후드티,청바지,없음,없음
0,1,흐림,남,코트,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
20,20,흐림,여,자켓,긴팔티,청바지,얇은 이너,없음
-7,-9,흐림,여,코트,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-1,-1,비,남,롱패딩,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
4,7,맑음,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
1,-1,맑음,남,코트,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-4,-9,흐림,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
24,24,비,남,후드집업,맨투맨,면바지,없음,"레인부츠, 우산"
33,29,눈,남,없음,반팔,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-6,-4,눈,여,패딩,니트,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
26,24,맑음,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
19,19,흐림,남,가디건,맨투맨,청바지,얇은 이너,없음
33,34,흐림,여,얇은 가디건,민소매,치마,없음,"모자, 선글라스, 양산"
25,23,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
28,24,흐림,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
1,2,비,남,코트,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
35,37,흐림,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
17,13,비,남,후드집업,긴팔티,면바지,없음,"레인부츠, 우산"
3,0,흐림,여,코트,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
-9,-10,흐림,여,코트,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
35,36,눈,여,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
26,26,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
0,0,비,여,롱패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-5,-9,비,여,롱패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
25,22,흐림,남,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
0,-3,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
28,27,맑음,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
9,7,비,여,코트,히트텍,기모치마,히트텍,"레인부츠, 우산"
24,25,비,남,자켓,맨투맨,면바지,없음,"레인부츠, 우산"
6,9,비,여,코트,기모후드,기모레깅스,히트텍,"레인부츠, 우산"
-5,-4,비,남,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-3,-5,눈,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
35,32,맑음,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
8,11,흐림,여,코트,니트,기모레깅스,히트텍,없음
-4,-5,비,남,롱패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
13,14,맑음,남,후드집업,긴팔티,슬랙스,없음,없음
19,16,눈,여,후드집업,긴팔티,청바지,얇은 이너,"부츠, 장갑"
35,37,비,남,얇은 가디건,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
14,10,맑음,여,자켓,후드티,청바지,얇은 이너,없음
12,8,비,여,자켓,긴팔티,청바지,없음,"레인부츠, 우산"
1,0,눈,여,코트,니트,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
-10,-7,비,남,패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
15,13,맑음,남,자켓,후드티,슬랙스,없음,없음
12,12,흐림,남,가디건,긴팔티,청바지,얇은 이너,없음
23,21,흐림,여,자켓,후드티,청바지,얇은 이너,없음
3,0,맑음,남,패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
1,-4,맑음,여,패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
15,12,맑음,남,자켓,긴팔티,청바지,없음,없음
-7,-11,흐림,여,패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
21,21,흐림,여,자켓,긴팔티,슬랙스,없음,없음
17,14,맑음,남,자켓,맨투맨,면바지,없음,없음
-1,-4,비,남,패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
35,37,눈,여,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
33,33,맑음,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
28,28,눈,여,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
26,27,눈,남,얇은 가디건,민소매,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
5,4,흐림,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-4,-4,흐림,남,패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
8,10,눈,남,코트,히트텍,기모청바지,히트텍,"부츠, 장갑"
4,2,흐림,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
29,30,비,여,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-10,-10,비,남,패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
22,24,맑음,여,가디건,후드티,롱스커트,얇은 이너,없음
-7,-7,비,여,코트,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-7,-9,비,여,롱패딩,히트텍,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
33,31,눈,여,없음,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-1,-6,비,여,롱패딩,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
16,19,흐림,여,자켓,후드티,청바지,얇은 이너,없음
19,22,맑음,남,자켓,긴팔티,청바지,없음,없음
30,25,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
28,26,흐림,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
10,13,맑음,남,가디건,맨투맨,면바지,얇은 이너,없음
